MLB Salary Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,HS,HS,HS,HS,HS,HS,HS,HS,HS,JC,JC,JC,JC,JC,JC,JC,JC,JC,4Yr,4Yr,4Yr,4Yr,4Yr,4Yr,4Yr,4Yr,4Yr,,,,,HS,HS,HS,HS,HS,HS,HS,HS,HS,JC,JC,JC,JC,JC,JC,JC,JC,JC,4Yr,4Yr,4Yr,4Yr,4Yr,4Yr,4Yr,4Yr,4Yr
,,,,,,,,12,2,2nd,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ," $96,330 ",,12,2,2nd," $71,033 "," $6,881 "," $146,789 "," $23,641 "," $275,229 "," $21,346 "," $131,531 "," $212,736 "," $137,615 "," $3,571 "," $7,606 "," $122,407 ", $204 ," $6,509 "," $32,008 "," $20,868 "," $98,800 "," $44,037 "," $61,809 "," $577,982 "," $22,959 "," $7,836 "," $31,979 "," $25,280 "," $563,565 "," $100,612 "," $224,261 "
,,,,,,,,12,3,3rd,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ," $275,229 "," $264,220 ",  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ," $672,783 "," $224,261 ",,12,3,3rd," $34,464 "," $4,587 "," $57,798 "," $14,679 "," $92,559 "," $17,227 "," $67,043 "," $109,912 "," $73,327 "," $1,835 ", $216 ," $76,217 ", $-   , $815 ," $6,204 "," $7,922 "," $94,503 "," $40,088 "," $56,606 "," $16,751 "," $22,936 "," $2,597 "," $28,063 "," $21,018 "," $192,546 "," $64,628 "," $168,609 "
,,,,,,,,12,4,4th,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,,12,4,4th," $24,465 "," $2,775 "," $1,835 "," $11,402 "," $79,380 "," $17,202 "," $11,124 "," $74,822 "," $68,807 "," $1,720 ", $175 ," $1,019 ", $-   , $270 ," $3,792 "," $7,706 "," $63,764 "," $30,420 "," $53,007 "," $9,848 "," $21,727 "," $2,117 "," $17,383 "," $17,038 "," $48,535 "," $59,248 "," $167,813 "
,,,,,,,,12,5,5th,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ," $229,358 ",,12,5,5th," $7,057 "," $1,835 ", $131 ," $7,864 "," $66,055 "," $16,391 "," $9,174 "," $30,232 "," $48,914 ", $204 , $167 , $-   , $-   , $153 ," $1,011 "," $7,688 "," $44,037 "," $25,484 "," $15,348 "," $7,713 "," $13,362 "," $1,566 "," $11,796 "," $16,681 "," $24,012 "," $40,072 "," $112,713 "
,,,,,,,,12,6,6th - 10th,  $-    ,  $-    ,  $-    ,  $-    ," $275,229 ",  $-    ,  $-    ,  $-    ," $68,807 ",  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ," $2,079,511 ",  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ," $168,609 ",,12,6,6th - 10th," $4,857 "," $1,835 ", $-   ," $6,553 "," $21,246 "," $14,364 "," $6,553 "," $18,593 "," $39,680 ", $76 , $-   , $-   , $-   , $-   , $222 ," $7,160 "," $37,615 "," $21,691 "," $11,422 "," $7,057 "," $11,009 ", $-   ," $9,215 "," $10,816 "," $19,532 "," $19,656 "," $96,330 "
,,,,,,,,12,7,11th - 15th," $293,578 ",  $-    ,  $-    ,  $-    ,  $-    ," $10,485 ",  $-    ,  $-    ," $10,793 ",  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ," $44,037 "," $44,037 ",  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ," $563,565 ",  $-    ," $112,713 ",,12,7,11th - 15th," $4,587 ", $966 , $-   , $408 ," $12,931 "," $13,991 "," $5,527 "," $16,990 "," $39,501 ", $-   , $-   , $-   , $-   , $-   , $53 ," $4,343 "," $9,688 "," $21,674 "," $8,775 "," $5,881 "," $8,155 ", $-   ," $7,629 "," $8,519 "," $17,757 "," $15,451 "," $79,587 "
,,,,,,,,12,8,16th - 20th,  $-    ,  $-    ,  $-    ," $660,550 ",  $-    ,  $-    ,  $-    ," $4,281 "," $20,183 ",  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ," $577,982 ",  $-    ,  $-    ,  $-    ,  $-    ,  $-    ," $64,628 "," $66,265 ",,12,8,16th - 20th," $3,670 ", $612 , $-   , $306 ," $4,479 "," $10,485 "," $2,744 "," $15,558 "," $31,744 ", $-   , $-   , $-   , $-   , $-   , $40 ," $1,539 "," $3,505 "," $11,900 "," $7,702 "," $5,115 "," $2,669 ", $-   ," $5,242 "," $6,989 "," $17,248 "," $14,975 "," $66,265 "
,,,,,,,,12,9,End of 1st," $24,465 ",  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ," $74,822 "," $39,501 ",  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    , $183 ,  $-    ," $1,903 "," $1,023 ",,12,9,End of 1st," $3,028 ", $245 , $-   , $150 ," $2,446 "," $7,885 "," $2,446 "," $13,329 "," $27,797 ", $-   , $-   , $-   , $-   , $-   , $-   ," $1,001 "," $2,234 "," $10,933 "," $6,374 "," $1,168 "," $1,510 ", $-   ," $3,438 "," $6,902 "," $11,549 "," $14,042 "," $61,704 "
,,,,,,,,12,10,Beg of 2nd,  $-    ,  $-    ,  $-    ,  $-    ," $66,055 ",  $-    ," $67,043 ",  $-    ," $27,797 ",  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ," $22,936 ",  $-    ,  $-    ,  $-    ," $192,546 "," $15,451 "," $79,587 ",,12,10,Beg of 2nd," $2,664 ", $136 , $-   , $92 ," $2,359 "," $6,187 "," $2,039 "," $9,995 "," $20,196 ", $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $2,006 "," $5,392 "," $5,860 ", $917 , $459 , $-   ," $2,470 "," $6,295 "," $10,860 "," $13,316 "," $49,150 "
,,,,,,,,12,11,End of 2nd," $7,057 ",  $-    ,  $-    ," $7,864 "," $2,446 ", $655 ," $2,446 ",  $-    ," $2,149 ",  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ," $114,679 "," $25,484 "," $53,007 ",  $-    ," $917,431 ",  $-    ," $31,979 "," $21,018 ",  $-    ," $59,248 "," $49,150 ",,12,11,End of 2nd," $2,251 ", $-   , $-   , $-   ," $1,819 "," $2,239 "," $1,248 "," $6,064 "," $20,183 ", $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $1,311 "," $3,530 "," $5,646 ", $667 , $-   , $-   ," $2,112 "," $4,694 "," $10,606 "," $10,698 "," $29,481 "
,,,,,,,,12,12,3rd Round," $34,464 ",  $-    ,  $-    ," $11,402 "," $21,246 ", $72 ,  $-    ," $18,593 "," $13,644 ",  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ," $98,800 "," $53,517 "," $5,646 ", $917 ,  $-    ,  $-    ," $28,063 "," $16,681 "," $1,075,688 "," $13,316 "," $167,813 ",,12,12,3rd Round," $1,551 ", $-   , $-   , $-   ," $1,519 "," $1,519 "," $1,123 "," $4,281 "," $19,482 ", $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $1,157 "," $3,201 "," $4,740 ", $408 , $-   , $-   ," $1,525 "," $4,517 "," $8,587 "," $7,771 "," $19,480 "
,,,,,,,,12,13,4th Round," $3,670 "," $6,881 ",  $-    ," $14,679 "," $12,931 "," $7,885 "," $9,174 "," $15,558 "," $14,859 ",  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ," $1,311 ", $834 ," $61,809 ",  $-    ,  $-    ," $86,239 ",  $-    ," $8,519 "," $48,535 "," $100,612 "," $61,704 ",,12,13,4th Round, $917 , $-   , $-   , $-   , $834 ," $1,262 ", $834 ," $2,354 "," $16,663 ", $-   , $-   , $-   , $-   , $-   , $-   , $-   , $510 , $834 ," $4,281 ", $-   , $-   , $-   ," $1,468 "," $4,147 "," $5,263 "," $7,398 "," $14,713 "
,,,,,,,,12,14,5th Round," $4,587 ", $245 ,  $-    , $408 ," $2,359 "," $6,187 "," $131,531 "," $9,995 "," $19,482 ",  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ," $218,913 ",  $-    ,  $-    ,  $-    ," $7,629 "," $17,038 "," $1,112 "," $3,990 "," $29,481 ",,12,14,5th Round, $548 , $-   , $-   , $-   , $489 , $655 , $220 ," $2,134 "," $14,859 ", $-   , $-   , $-   , $-   , $-   , $-   , $-   , $240 , $277 ," $2,039 ", $-   , $-   , $-   , $-   ," $1,299 "," $3,956 "," $4,883 "," $12,080 "
,,,,,,,,12,15,6th Round,  $-    ," $4,587 "," $1,835 ",  $-    ,  $-    ," $16,391 "," $1,248 ",  $-    ," $4,526 "," $1,835 ",  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    , $193 ," $2,039 ",  $-    , $459 ,  $-    ,  $-    ," $4,517 "," $17,757 "," $40,072 "," $19,480 ",,12,15,6th Round, $-   , $-   , $-   , $-   , $302 , $447 , $-   ," $1,396 "," $13,644 ", $-   , $-   , $-   , $-   , $-   , $-   , $-   , $204 , $270 , $496 , $-   , $-   , $-   , $-   ," $1,029 "," $1,112 "," $4,683 "," $11,055 "
,,,,,,,,12,16,7th Round," $71,033 ",  $-    ,  $-    , $306 ,  $-    ,  $-    ," $11,124 "," $212,736 "," $73,327 ",  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    , $510 , $270 ," $56,606 ",  $-    ,  $-    ,  $-    ," $17,383 ",  $-    ," $8,587 "," $3,908 "," $8,991 ",,12,16,7th Round, $-   , $-   , $-   , $-   , $53 , $72 , $-   ," $1,377 "," $10,793 ", $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $193 , $127 , $-   , $-   , $-   , $-   , $183 , $874 ," $3,990 "," $10,058 "
,,,,,,,,12,17,8th Round,  $-    ,  $-    ," $293,578 ",  $-    , $834 ," $17,202 "," $6,553 "," $30,232 "," $20,196 ",  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ," $35,321 "," $9,688 "," $10,933 ", $127 , $408 ,  $-    ,  $-    ,  $-    ," $1,299 ", $874 ," $4,883 "," $1,798 ",,12,17,8th Round, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $167 ," $7,269 ", $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $3,908 "," $9,667 "
,,,,,,,,12,18,9th Round," $4,857 ", $612 ," $146,789 ",  $-    ," $92,559 "," $14,364 ",  $-    ," $1,396 "," $16,663 ",  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ," $1,001 ", $204 , $277 ," $8,775 "," $1,168 "," $8,155 ",  $-    ," $11,796 "," $54,322 "," $19,532 ", $715 ," $14,713 ",,12,18,9th Round, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $5,472 ", $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $1,903 "," $8,991 "
,,,,,,,,12,19,10th Round," $3,028 ",  $-    ,  $-    ,  $-    ,  $-    ," $13,991 "," $2,039 "," $109,912 "," $39,680 ",  $-    ,  $-    ,  $-    ,  $-    ,  $-    ," $32,008 ",  $-    ," $37,615 "," $21,674 "," $4,281 ", $667 ," $11,009 ",  $-    ," $5,242 "," $25,280 ",  $-    , $294 ," $6,580 ",,12,19,10th Round, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $4,526 ", $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $715 ," $7,922 "
,,,,,,,,12,20,11th - 15th Round," $2,664 ", $136 ,  $-    ," $23,641 "," $79,380 ", $447 ," $139,491 "," $13,329 "," $31,744 ", $204 ,  $-    ," $76,217 ",  $-    ,  $-    ," $6,204 "," $7,160 ", $240 ," $5,392 "," $15,348 "," $16,751 "," $21,727 "," $2,597 "," $2,470 "," $6,295 "," $10,606 "," $10,698 "," $10,058 ",,12,20,11th - 15th Round, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $2,959 ", $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $294 ," $7,323 "
,,,,,,,,12,21,16th - 20th Round, $548 ," $1,835 ",  $-    ,  $-    , $53 ," $202,042 ", $834 ," $16,990 "," $48,914 "," $3,571 "," $21,713 ",  $-    ,  $-    , $153 , $222 ," $7,706 "," $2,234 "," $3,201 "," $11,422 "," $5,881 "," $2,669 ",  $-    ," $2,112 "," $6,902 "," $11,549 "," $7,771 "," $7,323 ",,12,21,16th - 20th Round, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $2,732 ", $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $6,580 "
,,,,,,,,12,22,21st - 25th Round," $1,551 ", $966 ,  $-    ," $6,553 "," $4,479 "," $1,262 "," $5,527 "," $2,354 "," $2,732 ",  $-    ,  $-    ,  $-    ,  $-    , $270 ," $129,706 "," $1,539 "," $1,157 "," $21,691 "," $5,860 "," $5,115 "," $1,510 "," $2,117 "," $3,438 "," $6,989 "," $5,263 "," $19,656 "," $9,667 ",,12,22,21st - 25th Round, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $2,149 ", $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $4,477 "
,,,,,,,,12,23,26th - 30th Round, $917 ," $10,204 "," $57,798 ",  $-    , $489 ," $17,227 "," $1,123 ", $167 ," $7,269 "," $7,254 ", $175 ," $246,560 ",  $-    , $815 , $53 ," $4,343 "," $2,006 "," $11,900 "," $7,702 "," $7,713 "," $13,362 "," $1,566 "," $1,525 "," $10,816 "," $24,012 "," $14,975 "," $12,080 ",,12,23,26th - 30th Round, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $1,305 ", $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $1,798 "
,,,,,,,,12,24,31st - 35th Round,  $-    ,  $-    ,  $-    , $92 ," $1,519 "," $2,239 "," $2,744 "," $6,064 "," $2,959 "," $1,720 ", $216 ," $1,019 ", $204 ," $7,136 "," $1,011 "," $7,922 "," $3,505 "," $3,530 "," $4,740 "," $7,057 "," $22,959 "," $7,836 "," $9,215 "," $4,694 "," $17,248 "," $14,042 "," $11,055 ",,12,24,31st - 35th Round, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $1,023 "
,,,,,,,,12,25,36th - 40th Round,  $-    ," $1,835 ",  $-    ,  $-    ," $1,819 "," $1,519 ",  $-    ," $2,134 "," $1,305 ",  $-    , $167 ,  $-    ," $23,242 ",  $-    ," $3,792 "," $20,868 "," $63,764 "," $30,420 "," $6,374 ",  $-    ,  $-    ,  $-    ," $48,996 "," $1,029 "," $3,956 "," $7,398 "," $7,922 ",,12,25,36th - 40th Round, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   
,,,,,,,,12,26,41st Round +," $2,251 "," $2,775 ", $131 , $150 , $302 ," $21,346 ", $220 ," $1,377 "," $5,472 ", $76 ," $7,606 "," $122,407 ",  $-    ," $6,509 ", $40 ," $7,688 "," $94,503 "," $40,088 ", $496 ," $9,848 ",  $-    ,  $-    ," $1,468 "," $4,147 "," $10,860 "," $4,683 "," $4,477 ",,12,26,41st Round +, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   
,,,,,,,,12,,,,,,,,,,," $15,403 ",,,,,,,,," $22,510 ",,,,,,,,," $15,894 ",,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,13,YEAR = ,13,  High School  ,,,,,,,,,  JUCO  ,,,,,,,,,  Undergrad  ,,,,,,,,,,13,YEAR = ,13,  High School  ,,,,,,,,,  JUCO  ,,,,,,,,,  Undergrad  ,,,,,,,,
,,,,,,,,13,,MLB $ Percentile,  C  ,  1B-DH  ,  2B  ,  3B  ,  SS  ,  OF  ,  LHP  ,  RHP  ,  ALL  ,  C  ,  1B-DH  ,  2B  ,  3B  ,  SS  ,  OF  ,  LHP  ,  RHP  ,  ALL  ,  C  ,  1B-DH  ,  2B  ,  3B  ,  SS  ,  OF  ,  LHP  ,  RHP  ,  ALL  ,,13,,MLB $ Percentile,  C  ,  1B-DH  ,  2B  ,  3B  ,  SS  ,  OF  ,  LHP  ,  RHP  ,  ALL  ,  C  ,  1B-DH  ,  2B  ,  3B  ,  SS  ,  OF  ,  LHP  ,  RHP  ,  ALL  ,  C  ,  1B-DH  ,  2B  ,  3B  ,  SS  ,  OF  ,  LHP  ,  RHP  ,  ALL  
,,,,,,,,13,1,1st,  $-    ,  $-    ,  $-    ,  $-    ," $532,110 ",  $-    ,  $-    ,  $-    ," $266,055 ",  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ," $315,596 ",  $-    ,  $-    ,  $-    ," $70,133 ",,13,1,1st," $311,927 "," $14,679 "," $110,092 "," $211,009 "," $786,370 "," $107,742 "," $229,358 "," $467,890 "," $266,055 "," $14,178 "," $6,493 "," $746,177 "," $33,028 "," $61,428 "," $31,542 "," $20,622 "," $80,524 "," $31,263 "," $416,655 "," $3,669,725 "," $49,337 "," $173,526 "," $315,596 "," $98,165 "," $1,324,964 "," $966,361 "," $322,120 "
,,,,,,,,13,2,2nd," $311,927 ",  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ," $103,976 ",  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,,13,2,2nd," $24,425 "," $4,128 "," $12,385 "," $165,138 "," $532,110 "," $55,046 "," $199,867 "," $398,203 "," $233,945 "," $13,106 ", $459 ," $79,040 "," $23,591 "," $12,844 "," $30,581 "," $3,670 "," $69,317 "," $31,116 "," $59,939 "," $284,404 "," $24,771 "," $48,165 "," $124,159 "," $46,763 "," $978,593 "," $194,618 "," $308,991 "
,,,,,,,,13,3,3rd,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ," $467,890 "," $233,945 ",  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ," $966,361 "," $322,120 ",,13,3,3rd," $17,431 "," $3,292 ", $153 ," $9,207 "," $193,761 "," $30,829 "," $95,913 "," $228,909 "," $189,813 "," $1,966 ", $-   ," $8,475 "," $1,835 "," $2,897 "," $9,174 "," $1,931 "," $68,768 "," $27,655 "," $28,375 "," $91,743 "," $9,853 "," $15,243 "," $44,725 "," $43,670 "," $68,502 "," $153,888 "," $209,699 "
,,,,,,,,13,4,4th,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,,13,4,4th," $9,358 "," $2,687 ", $-   ," $8,388 "," $72,477 "," $10,654 "," $64,220 "," $67,550 "," $125,748 "," $1,223 ", $-   , $734 , $706 , $172 ," $5,218 "," $1,573 "," $38,165 "," $23,694 "," $14,781 "," $25,131 "," $3,599 "," $10,995 "," $32,765 "," $34,286 "," $25,688 "," $57,530 "," $195,645 "
,,,,,,,,13,5,5th,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ," $61,162 "," $26,212 ",  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ," $308,991 ",,13,5,5th," $6,744 "," $1,699 ", $-   ," $1,835 "," $62,088 "," $9,033 "," $19,314 "," $61,162 "," $103,976 ", $149 , $-   , $-   , $635 , $162 ," $4,628 ", $-   ," $12,623 "," $20,269 "," $13,761 "," $15,780 "," $2,876 "," $7,136 "," $20,515 "," $22,812 "," $24,281 "," $47,607 "," $183,486 "
,,,,,,,,13,6,6th - 10th,  $-    ,  $-    ,  $-    ,  $-    ," $786,370 ",  $-    ,  $-    ,  $-    ," $189,813 ",  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ," $3,669,725 ",  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ," $209,699 ",,13,6,6th - 10th," $3,899 "," $1,019 ", $-   ," $1,070 "," $35,066 "," $8,988 "," $17,014 "," $20,910 "," $89,005 ", $31 , $-   , $-   , $510 , $-   ," $2,569 ", $-   ," $12,618 "," $17,555 "," $12,844 "," $6,116 "," $1,891 "," $1,112 "," $14,031 "," $12,727 "," $23,815 "," $22,778 "," $98,864 "
,,,,,,,,13,7,11th - 15th,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ," $55,046 ",  $-    ,  $-    ," $12,041 ",  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ," $978,593 ",  $-    ," $183,486 ",,13,7,11th - 15th," $2,566 ", $306 , $-   , $680 ," $23,517 "," $7,447 "," $7,919 "," $13,825 "," $82,314 ", $-   , $-   , $-   , $-   , $-   ," $1,449 ", $-   ," $11,834 "," $6,333 "," $7,196 "," $6,025 "," $1,835 ", $668 ," $11,796 "," $12,443 "," $16,766 "," $18,007 "," $79,706 "
,,,,,,,,13,8,16th - 20th,  $-    ,  $-    ,  $-    ,  $-    ," $2,294 ",  $-    ," $64,220 ",  $-    ," $8,601 ",  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ," $1,835 ",  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    , $115 ,,13,8,16th - 20th," $2,414 ", $216 , $-   , $160 ," $21,438 "," $5,012 "," $7,566 "," $13,512 "," $31,737 ", $-   , $-   , $-   , $-   , $-   ," $1,223 ", $-   ," $5,980 "," $5,779 "," $6,304 "," $4,855 "," $1,788 ", $655 ," $11,380 "," $10,283 "," $12,654 "," $14,897 "," $70,346 "
,,,,,,,,13,9,End of 1st,  $-    ,  $-    ,  $-    ,  $-    ," $1,631 "," $9,033 "," $229,358 ", $212 ," $21,980 ",  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ," $98,165 ",  $-    ,  $-    ," $16,709 ",,13,9,End of 1st," $1,105 ", $-   , $-   , $141 ," $6,760 "," $4,756 "," $5,431 "," $12,520 "," $31,108 ", $-   , $-   , $-   , $-   , $-   , $66 , $-   ," $2,823 "," $5,560 "," $5,794 "," $3,971 ", $-   , $245 ," $9,321 "," $8,421 "," $7,843 "," $13,889 "," $70,133 "
,,,,,,,,13,10,Beg of 2nd,  $-    ,  $-    ,  $-    ,  $-    ," $193,761 ",  $-    ," $95,913 "," $67,550 "," $89,005 ",  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ," $47,607 "," $31,455 ",,13,10,Beg of 2nd, $917 , $-   , $-   , $-   ," $3,177 "," $3,670 "," $4,008 "," $12,191 "," $26,212 ", $-   , $-   , $-   , $-   , $-   , $43 , $-   ," $1,861 "," $2,179 "," $4,587 "," $1,613 ", $-   , $99 ," $4,509 "," $8,364 "," $6,972 "," $13,852 "," $31,455 "
,,,,,,,,13,11,End of 2nd,  $-    ,  $-    ,  $-    ," $165,138 ",  $-    ," $3,670 "," $17,014 ", $710 ," $11,380 ",  $-    ,  $-    ,  $-    ,  $-    ,  $-    ," $1,223 ",  $-    ,  $-    , $408 ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ," $22,778 "," $9,174 ",,13,11,End of 2nd, $334 , $-   , $-   , $-   ," $2,726 "," $3,559 "," $2,823 "," $10,209 "," $21,980 ", $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $1,529 "," $1,757 "," $2,414 ", $160 , $-   , $-   ," $3,258 "," $8,286 "," $4,697 "," $13,308 "," $23,689 "
